Date,SQL/mySQL,"Business Planning, Consulting, Strategy, and Analysis","Corporate Finance, Mergers & Acquisitions",Customer Relationship Management,Data Analysis in Spreadsheets,"Data Science, Machine Learning, Artificial Intelligence","Digital Advertising, Publishing, Analysis",Excel,Financial Analysis and Business Valuation,French,German,"HTML5, CSS, PHP",International and Domestic Macro- and Micro- Economics,Javascript,Platfora BI,PowerPoint & Office,Programmatic Data Analysis,Public Speaking,Python,Sales,"Small & Mid-sized Business Analysis, Valuation, and Brokerage",Spanish,Tableau,Teamwork,Visual Basic for Applications
2010-10-17,0.0,2.0363521812477936,2.96858279535674,0.0,1.5,0.0,0.0,1.5000588844636475,1.5414623375725915,2.4668641432232397,2.5014120850526615,0.0,2.505720614377775,0.0,0.0,2.999999999999999,0.0,2.500094633579219,0.0,0.0,0.9999999999999998,3.989490968801314,0.0,3.041462337572591,0.0
2010-10-18,0.0,2.0386419239589433,2.9666511701043734,0.0,1.5,0.0,0.0,1.5000666570253351,1.5440338253678716,2.4647872942674045,2.5015940056360026,0.0,2.5061657359532443,0.0,0.0,3.0000000000000004,0.0,2.5001068191131344,0.0,0.0,0.9999999999999999,3.988834154351395,0.0,3.044033825367871,0.0
2010-10-19,0.0,2.0409333486799035,2.9647233120846708,0.0,1.5,0.0,0.0,1.5000749337016195,1.5466027055964504,2.4627097891643905,2.50178693245775,0.0,2.50662098098343,0.0,0.0,2.9999999999999996,0.0,2.500119740744158,0.0,0.0,1.0,3.9881773399014784,0.0,3.04660270559645,0.0
2010-10-20,0.0,2.043226388071461,2.9627992226984143,0.0,1.5,0.0,0.0,1.5000837182707643,1.5491689340227601,2.46063163341726,2.5019908633170993,0.0,2.507086319393591,0.0,0.0,3.0000000000000004,0.0,2.5001333981956297,0.0,0.0,0.9999999999999999,3.98752052545156,0.0,3.0491689340227603,0.0
2010-10-21,0.0,2.045520974794405,2.9608789033463814,0.0,1.5,0.0,0.0,1.5000930145110305,1.5517324664112326,2.4585528325290795,2.502205796013243,0.0,2.5075617211089876,0.0,0.0,3.0,0.0,2.500147791190886,0.0,0.0,1.0,3.9868637110016425,0.0,3.051732466411233,0.0
2010-10-22,0.0,2.0478170415095245,2.9589623554293567,0.0,1.5,0.0,0.0,1.5001028262006812,1.5542932585263,2.4564733920029105,2.502431728345375,0.0,2.508047156054877,0.0,0.0,3.0,0.0,2.5001629194532637,0.0,0.0,1.0,3.986206896551724,0.0,3.0542932585263003,0.0
2010-10-23,0.0,2.0501145208776057,2.957049580348118,0.0,1.5,0.0,0.0,1.5001131571179782,1.5568512661323948,2.4543933173418186,2.502668658112691,0.0,2.5085425941565216,0.0,0.0,2.9999999999999996,0.0,2.5001787827061017,0.0,0.0,1.0000000000000002,3.9855500821018057,0.0,3.0568512661323948,0.0
2010-10-24,0.0,2.0524133455594398,2.955140579503447,0.0,1.5,0.0,0.0,1.5001240110411838,1.5594064449939486,2.452312614048867,2.5029165831143847,0.0,2.50904800533918,0.0,0.0,2.9999999999999996,0.0,2.5001953806727366,0.0,0.0,0.9999999999999999,3.984893267651889,0.0,3.059406444993948,0.0
2010-10-25,0.0,2.0547134482158143,2.953235354296123,0.0,1.4999999999999998,0.0,0.0,1.5001353917485603,1.5619587508753952,2.450231287627119,2.50317550114965,0.0,2.5095633595281104,0.0,0.0,3.0,0.0,2.500212713076507,0.0,0.0,0.9999999999999999,3.9842364532019707,0.0,3.0619587508753945,0.0
2010-10-26,0.0,2.0570147615075185,2.951333906126929,0.0,1.5,0.0,0.0,1.5001473030183698,1.5645081395411653,2.4481493435796415,2.503445410017682,0.0,2.5100886266485727,0.0,0.0,3.0,0.0,2.5002307796407495,0.0,0.0,0.9999999999999999,3.983579638752053,0.0,3.0645081395411657,0.0
2010-10-27,0.0,2.0593172180953396,2.9494362363966435,0.0,1.5,0.0,0.0,1.500159748628874,1.5670545667556917,2.4460667874094955,2.5037263075176743,0.0,2.510623776625827,0.0,0.0,3.0,0.0,2.5002495800888025,0.0,0.0,0.9999999999999999,3.982922824302134,0.0,3.0670545667556914,0.0
2010-10-28,0.0,2.061620750640067,2.947542346506048,0.0,1.5,0.0,0.0,1.5001727323583356,1.5695979882834066,2.443983624619745,2.5040181914488198,0.0,2.5111687793851316,0.0,0.0,3.0,0.0,2.500269114144003,0.0,0.0,1.0,3.9822660098522165,0.0,3.0695979882834066,0.0
2010-10-29,0.0,2.0639252918024886,2.9456522378559233,0.0,1.5,0.0,0.0,1.5001862579850167,1.572138359888742,2.4418998607134563,2.504321059610315,0.0,2.5117236048517477,0.0,0.0,3.0,0.0,2.5002893815296883,0.0,0.0,1.0,3.9816091954022994,0.0,3.072138359888742,0.0
2010-10-30,0.0,2.066230774243393,2.943765911847048,0.0,1.5,0.0,0.0,1.5002003292871793,1.5746756373361297,2.439815501193691,2.5046349098013523,0.0,2.512288222950933,0.0,0.0,3.0,0.0,2.500310381969197,0.0,0.0,1.0,3.9809523809523815,0.0,3.0746756373361297,0.0
2010-10-31,0.0,2.06853713062357,2.9418833698802063,0.0,1.5,0.0,0.0,1.500214950043086,1.5772097763900033,2.437730551563514,2.5049597398211274,0.0,2.512862603607947,0.0,0.0,3.0,0.0,2.500332115185866,0.0,0.0,1.0000000000000002,3.9802955665024635,0.0,3.077209776390003,0.0
2010-11-01,0.0,2.070844293603807,2.940004613356176,0.0,1.5,0.0,0.0,1.5002301240309979,1.579740732814794,2.435645017325989,2.5052955474688337,0.0,2.5134467167480508,0.0,0.0,2.999999999999999,0.0,2.500354580903033,0.0,0.0,1.0000000000000002,3.9796387520525456,0.0,3.0797407328147948,0.0
2010-11-02,0.0,2.0731521958448935,2.9381296436757394,0.0,1.4999999999999998,0.0,0.0,1.5002458550291788,1.582268462374934,2.433558903984182,2.5056423305436653,0.0,2.5140405322965007,0.0,0.0,3.0,0.0,2.5003777788440353,0.0,0.0,0.9999999999999998,3.9789819376026263,0.0,3.082268462374934,0.0
2010-11-03,0.0,2.075460770007617,2.9362584622396737,0.0,1.5,0.0,0.0,1.50026214681589,1.5847929208348561,2.431472217041154,2.5060000868448182,0.0,2.5146440201785585,0.0,0.0,3.0,0.0,2.5004017087322103,0.0,0.0,1.0,3.9783251231527084,0.0,3.084792920834856,0.0
2010-11-04,0.0,2.077769948752765,2.9343910704487643,0.0,1.5000000000000002,0.0,0.0,1.5002790031693936,1.5873140639589922,2.4293849619999697,2.5063688141714833,0.0,2.5152571503194845,0.0,0.0,3.0000000000000004,0.0,2.5004263702908975,0.0,0.0,1.0,3.9776683087027913,0.0,3.0873140639589924,0.0
2010-11-05,0.0,2.080079664741129,2.932527469703789,0.0,1.5,0.0,0.0,1.500296427867951,1.589831847511774,2.427297144363696,2.5067485103228577,0.0,2.5158798926445356,0.0,0.0,2.999999999999999,0.0,2.5004517632434324,0.0,0.0,1.0,3.9770114942528734,0.0,3.0898318475117748,0.0
2010-11-06,0.0,2.082389850633495,2.9306676614055296,0.0,1.5,0.0,0.0,1.5003144246898261,1.5923462272576343,2.425208769635392,2.507139173098133,0.0,2.516512217078972,0.0,0.0,2.999999999999999,0.0,2.500477887313153,0.0,0.0,1.0,3.9763546798029554,0.0,3.092346227257634,0.0
2010-11-07,0.0,2.084700439090652,2.9288116469547645,0.0,1.5000000000000004,0.0,0.0,1.5003329974132804,1.5948571589610057,2.4231198433181245,2.5075408002965065,0.0,2.517154093548054,0.0,0.0,3.0,0.0,2.5005047422233972,0.0,0.0,1.0,3.9756978653530375,0.0,3.0948571589610054,0.0
2010-11-08,0.0,2.08701136277339,2.9269594277522764,0.0,1.4999999999999996,0.0,0.0,1.500352149816576,1.5973645983863198,2.4210303709149583,2.5079533897171706,0.0,2.517805491977039,0.0,0.0,3.0000000000000004,0.0,2.5005323276975027,0.0,0.0,1.0,3.9750410509031195,0.0,3.09736459838632,0.0
2010-11-09,0.0,2.0893225543424965,2.925111005198846,0.0,1.5000000000000002,0.0,0.0,1.5003718856779746,1.5998685012980092,2.418940357928955,2.5083769391593203,0.0,2.518466382291191,0.0,0.0,3.0,0.0,2.5005606434588064,0.0,0.0,1.0000000000000002,3.974384236453202,0.0,3.0998685012980096,0.0
2010-11-10,0.0,2.0916339464587597,2.923266380695253,0.0,1.4999999999999998,0.0,0.0,1.500392208775739,1.6023688234605056,2.416849809863181,2.5088114464221483,0.0,2.5191367344157634,0.0,0.0,3.000000000000001,0.0,2.5005896892306465,0.0,0.0,1.0000000000000002,3.9737274220032845,0.0,3.1023688234605062,0.0
2010-11-11,0.0,2.093945471782968,2.921425555642278,0.0,1.5,0.0,0.0,1.5004131228881303,1.6048655206382414,2.4147587322206983,2.50925690930485,0.0,2.5198165182760195,0.0,0.0,2.999999999999999,0.0,2.50061946473636,0.0,0.0,0.9999999999999999,3.9730706075533657,0.0,3.104865520638241,0.0
2010-11-12,0.0,2.0962570629759116,2.9195885314407013,0.0,1.4999999999999996,0.0,0.0,1.5004346317934123,1.607358548595649,2.4126671305045724,2.509713325606621,0.0,2.5205057037972183,0.0,0.0,2.9999999999999996,0.0,2.500649969699286,0.0,0.0,1.0,3.972413793103448,0.0,3.107358548595649,0.0
2010-11-13,0.0,2.0985686526983773,2.9177553094913047,0.0,1.5,0.0,0.0,1.5004567392698462,1.6098478630971607,2.410575010217866,2.510180693126652,0.0,2.521204260904618,0.0,0.0,3.0,0.0,2.5006812038427606,0.0,0.0,1.0,3.97175697865353,0.0,3.1098478630971607,0.0
2010-11-14,0.0,2.100880173611154,2.915925891194868,0.0,1.5,0.0,0.0,1.500479449095695,1.6123334199072088,2.4084823768636427,2.510659009664141,0.0,2.521912159523478,0.0,0.0,3.0000000000000004,0.0,2.500713166890122,0.0,0.0,1.0,3.9711001642036132,0.0,3.112333419907209,0.0
2010-11-15,0.0,2.1031915583750305,2.914100277952172,0.0,1.5,0.0,0.0,1.5005027650492198,1.6148151747902248,2.4063892359449692,2.5111482730182795,0.0,2.5226293695790596,0.0,0.0,3.0,0.0,2.5007458585647067,0.0,0.0,1.0,3.970443349753695,0.0,3.1148151747902246,0.0
2010-11-16,0.0,2.1055027396507957,2.912278471163998,0.0,1.5,0.0,0.0,1.5005266909086832,1.6172930835106423,2.4042955929649064,2.511648480988263,0.0,2.52335586099662,0.0,0.0,3.0000000000000004,0.0,2.5007792785898544,0.0,0.0,0.9999999999999999,3.9697865353037765,0.0,3.1172930835106425,0.0
2010-11-17,0.0,2.107813650099238,2.9104604722311236,0.0,1.5,0.0,0.0,1.5005512304523478,1.619767101832892,2.4022014534265197,2.5121596313732857,0.0,2.52409160370142,0.0,0.0,3.000000000000001,0.0,2.5008134266889006,0.0,0.0,1.0000000000000002,3.969129720853859,0.0,3.1197671018328923,0.0
2010-11-18,0.0,2.110124222381144,2.9086462825543333,0.0,1.5,0.0,0.0,1.500576387458474,1.6222371855214066,2.400106822832874,2.51268172197254,0.0,2.5248365676187174,0.0,0.0,2.999999999999999,0.0,2.5008483025851826,0.0,0.0,1.0000000000000002,3.9684729064039406,0.0,3.122237185521407,0.0
2010-11-19,0.0,2.112434389157306,2.9068359035344056,0.0,1.5,0.0,0.0,1.500602165705327,1.624703290340619,2.398011706687031,2.5132147505852225,0.0,2.5255907226737726,0.0,0.0,3.0,0.0,2.50088390600204,0.0,0.0,0.9999999999999999,3.9678160919540235,0.0,3.1247032903406193,0.0
2010-11-20,0.0,2.1147440830885094,2.905029336572121,0.0,1.4999999999999998,0.0,0.0,1.5006285689711671,1.627165372054961,2.395916110492056,2.513758715010527,0.0,2.526354038791847,0.0,0.0,3.0000000000000004,0.0,2.5009202366628105,0.0,0.0,0.9999999999999999,3.9671592775041056,0.0,3.127165372054961,0.0
2010-11-21,0.0,2.117053236835544,2.9032265830682618,0.0,1.5,0.0,0.0,1.5006556010342562,1.6296233864288643,2.393820039751014,2.514313613047647,0.0,2.5271264858981968,0.0,0.0,3.0,0.0,2.5009572942908296,0.0,0.0,0.9999999999999999,3.9665024630541876,0.0,3.129623386428864,0.0
2010-11-22,0.0,2.119361783059198,2.901427644423607,0.0,1.5,0.0,0.0,1.5006832656728573,1.632077289226762,2.3917234999669663,2.514879442495777,0.0,2.527908033918083,0.0,0.0,3.0,0.0,2.5009950786094364,0.0,0.0,1.0,3.9658456486042692,0.0,3.1320772892267623,0.0
2010-11-23,0.0,2.12166965442026,2.899632522038938,0.0,1.5,0.0,0.0,1.5007115666652324,1.6345270362130855,2.389626496642979,2.515456201154111,0.0,2.5286986527767663,0.0,0.0,3.0000000000000004,0.0,2.5010335893419673,0.0,0.0,1.0,3.965188834154351,0.0,3.1345270362130857,0.0
2010-11-24,0.0,2.1239767835795194,2.8978412173150345,0.0,1.5,0.0,0.0,1.5007405077896427,1.6369725831522677,2.387529035282115,2.516043886821844,0.0,2.5294983123995025,0.0,0.0,2.999999999999999,0.0,2.501072826211761,0.0,0.0,1.0,3.9645320197044343,0.0,3.136972583152268,0.0
2010-11-25,0.0,2.1262831031977623,2.8960537316526773,0.0,1.5,0.0,0.0,1.5007700928243521,1.63941388580874,2.3854311213874397,2.516642497298169,0.0,2.5303069827115534,0.0,0.0,2.9999999999999996,0.0,2.5011127889421547,0.0,0.0,1.0,3.9638752052545154,0.0,3.1394138858087395,0.0
2010-11-26,0.0,2.1285885459357794,2.8942700664526475,0.0,1.5,0.0,0.0,1.5008003255476217,1.6418508999469354,2.3833327604620163,2.517252030382281,0.0,2.5311246336381794,0.0,0.0,2.9999999999999996,0.0,2.501153477256486,0.0,0.0,1.0000000000000002,3.9632183908045975,0.0,3.1418508999469354,0.0
2010-11-27,0.0,2.130893044454359,2.892490223115726,0.0,1.5,0.0,0.0,1.5008312097377143,1.6442835813312862,2.3812339580089072,2.517872483873375,0.0,2.5319512351046374,0.0,0.0,3.0,0.0,2.501194890878092,0.0,0.0,1.0,3.9625615763546795,0.0,3.1442835813312864,0.0
2010-11-28,0.0,2.1331965314142893,2.8907142030426924,0.0,1.5,0.0,0.0,1.5008627491728914,1.646711885726224,2.3791347195311796,2.518503855570644,0.0,2.532786757036188,0.0,0.0,3.0,0.0,2.5012370295303112,0.0,0.0,0.9999999999999999,3.9619047619047616,0.0,3.1467118857262246,0.0
2010-11-29,0.0,2.135498939476359,2.888942007634328,0.0,1.4999999999999998,0.0,0.0,1.5008949476314153,1.6491357688961814,2.3770350505318936,2.5191461432732813,0.0,2.5336311693580913,0.0,0.0,3.0,0.0,2.501279892936481,0.0,0.0,1.0,3.9612479474548445,0.0,3.149135768896182,0.0
2010-11-30,0.0,2.137800201301356,2.887173638291413,0.0,1.5,0.0,0.0,1.5009278088915483,1.6515551866055904,2.374934956514117,2.5197993447804827,0.0,2.534484441995606,0.0,0.0,2.9999999999999996,0.0,2.5013234808199383,0.0,0.0,0.9999999999999999,3.9605911330049266,0.0,3.1515551866055906,0.0
2010-12-01,0.0,2.14010024955007,2.8854090964147288,0.0,1.5,0.0,0.0,1.5009613367315529,1.6539700946188833,2.3728344429809116,2.5204634578914433,0.0,2.535346544873991,0.0,0.0,3.0,0.0,2.5013677929040212,0.0,0.0,0.9999999999999998,3.959934318555008,0.0,3.1539700946188836,0.0
2010-12-02,0.0,2.1423990168832883,2.883648383405055,0.0,1.5000000000000002,0.0,0.0,1.5009955349296908,1.656380448700493,2.370733515435341,2.521138480405355,0.0,2.5362174479185065,0.0,0.0,2.9999999999999996,0.0,2.5014128289120667,0.0,0.0,1.0,3.95927750410509,0.0,3.1563804487004927,0.0
2010-12-03,0.0,2.1446964359618,2.8818915006631736,0.0,1.5000000000000002,0.0,0.0,1.5010304072642249,1.658786204614851,2.3686321793804703,2.5218244101214142,0.0,2.537097121054411,0.0,0.0,3.0,0.0,2.5014585885674134,0.0,0.0,1.0,3.9586206896551723,0.0,3.1587862046148505,0.0
2010-12-04,0.0,2.146992439446395,2.8801384495898623,0.0,1.4999999999999998,0.0,0.0,1.5010659575134162,1.6611873181263888,2.3665304403193637,2.5225212448388135,0.0,2.537985534206966,0.0,0.0,2.9999999999999996,0.0,2.5015050715933977,0.0,0.0,1.0,3.9579638752052553,0.0,3.1611873181263888,0.0
2010-12-05,0.0,2.149286959997859,2.878389231585905,0.0,1.4999999999999998,0.0,0.0,1.5011021894555276,1.6635837449995403,2.364428303755084,2.5232289823567484,0.0,2.538882657301429,0.0,0.0,3.0,0.0,2.5015522777133583,0.0,0.0,1.0,3.9573070607553364,0.0,3.1635837449995403,0.0
2010-12-06,0.0,2.151579930276982,2.8766438480520806,0.0,1.5000000000000002,0.0,0.0,1.5011391068688216,1.6659754409987364,2.3623257751906963,2.5239476204744116,0.0,2.53978846026306,0.0,0.0,3.0000000000000004,0.0,2.5016002066506315,0.0,0.0,0.9999999999999997,3.956650246305419,0.0,3.1659754409987366,0.0
2010-12-07,0.0,2.1538712829445523,2.8749023003891696,0.0,1.4999999999999998,0.0,0.0,1.501176713531559,1.6683623618884096,2.360222860129263,2.5246771569909967,0.0,2.5407029130171184,0.0,0.0,2.999999999999999,0.0,2.501648858128557,0.0,0.0,0.9999999999999999,3.9559934318555006,0.0,3.1683623618884096,0.0
2010-12-08,0.0,2.1561609506613597,2.8731645899979537,0.0,1.5,0.0,0.0,1.501215013222004,1.6707444634329929,2.35811956407385,2.525417589705701,0.0,2.5416259854888628,0.0,0.0,3.0,0.0,2.5016982318704706,0.0,0.0,0.9999999999999999,3.9553366174055826,0.0,3.1707444634329924,0.0
2010-12-09,0.0,2.158448866088192,2.8714307182792127,0.0,1.4999999999999998,0.0,0.0,1.5012540097184175,1.6731217013969177,2.356015892527521,2.526168916417717,0.0,2.542557647603553,0.0,0.0,3.0,0.0,2.5017483275997097,0.0,0.0,0.9999999999999999,3.9546798029556656,0.0,3.173121701396918,0.0
2010-12-10,0.0,2.1607349618858365,2.869700686633727,0.0,1.5000000000000002,0.0,0.0,1.501293706799062,1.675494031544616,2.3539118509933386,2.5269311349262384,0.0,2.54349786928645,0.0,0.0,3.0000000000000004,0.0,2.501799145039613,0.0,0.0,0.9999999999999999,3.9540229885057476,0.0,3.1754940315446163,0.0
2010-12-11,0.0,2.163019170715083,2.867974496462278,0.0,1.5,0.0,0.0,1.5013341082421994,1.6778614096405213,2.3518074449743684,2.527704243030461,0.0,2.5444466204628116,0.0,0.0,3.0,0.0,2.5018506839135175,0.0,0.0,0.9999999999999999,3.9533661740558292,0.0,3.1778614096405216,0.0
2010-12-12,0.0,2.16530142523672,2.8662521491656463,0.0,1.5,0.0,0.0,1.501375217826092,1.6802237914490645,2.3497026799736727,2.528488238529577,0.0,2.545403871057897,0.0,0.0,2.9999999999999996,0.0,2.5019029439447604,0.0,0.0,1.0,3.952709359605911,0.0,3.1802237914490648,0.0
2010-12-13,0.0,2.1675816581115357,2.864533646144611,0.0,1.5,0.0,0.0,1.5014170393290018,1.6825811327346787,2.3475975614943163,2.5292831192227827,0.0,2.5463695909969664,0.0,0.0,2.999999999999999,0.0,2.50195592485668,0.0,0.0,1.0,3.9520525451559925,0.0,3.182581132734679,0.0
2010-12-14,0.0,2.1698598020003184,2.8628189887999542,0.0,1.4999999999999996,0.0,0.0,1.5014595765291918,1.6849333892617948,2.3454920950393627,2.53008888290927,0.0,2.5473437502052785,0.0,0.0,2.9999999999999996,0.0,2.502009626372614,0.0,0.0,1.0000000000000002,3.9513957307060767,0.0,3.1849333892617944,0.0
2010-12-15,0.0,2.1721357895638573,2.861108178532456,0.0,1.4999999999999998,0.0,0.0,1.5015028332049234,1.6872805167948466,2.343386286111878,2.530905527388235,0.0,2.5483263186080944,0.0,0.0,3.0,0.0,2.5020640482158996,0.0,0.0,0.9999999999999998,3.950738916256158,0.0,3.187280516794847,0.0
2010-12-16,0.0,2.17440955346294,2.8594012167428957,0.0,1.5,0.0,0.0,1.5015468131344594,1.689622471098266,2.341280140214923,2.5317330504588713,0.0,2.5493172661306716,0.0,0.0,3.0,0.0,2.502119190109874,0.0,0.0,0.9999999999999999,3.95008210180624,0.0,3.189622471098266,0.0
2010-12-17,0.0,2.1766810263583563,2.857698104832057,0.0,1.5,0.0,0.0,1.5015915200960612,1.6919592079364845,2.339173662851565,2.532571449920373,0.0,2.55031656269827,0.0,0.0,3.0000000000000004,0.0,2.502175051777875,0.0,0.0,0.9999999999999999,3.949425287356322,0.0,3.1919592079364842,0.0
2010-12-18,0.0,2.1789501409108945,2.8559988442007183,0.0,1.5,0.0,0.0,1.5016369578679916,1.6942906830739353,2.337066859524865,2.5334207235719353,0.0,2.5513241782361495,0.0,0.0,3.000000000000001,0.0,2.5022316329432415,0.0,0.0,0.9999999999999999,3.948768472906404,0.0,3.1942906830739357,0.0
2010-12-19,0.0,2.181216829781341,2.854303436249661,0.0,1.5,0.0,0.0,1.5016831302285112,1.6966168522750489,2.3349597357378884,2.5342808692127496,0.0,2.5523400826695695,0.0,0.0,2.999999999999999,0.0,2.5022889333293086,0.0,0.0,0.9999999999999999,3.948111658456487,0.0,3.196616852275049,0.0
2010-12-20,0.0,2.183481025630488,2.852611882379664,0.0,1.5,0.0,0.0,1.501730040955885,1.6989376713042594,2.3328522969936984,2.5351518846420147,0.0,2.5533642459237886,0.0,0.0,2.9999999999999996,0.0,2.5023469526594155,0.0,0.0,1.0,3.9474548440065687,0.0,3.19893767130426,0.0
2010-12-21,0.0,2.1857426611191206,2.8509241839915114,0.0,1.5,0.0,0.0,1.5017776938283731,1.701253095925998,2.3307445487953604,2.5360337676589197,0.0,2.554396637924067,0.0,0.0,3.0,0.0,2.5024056906569,0.0,0.0,1.0,3.9467980295566507,0.0,3.201253095925998,0.0
2010-12-22,0.0,2.1880016689080293,2.849240342485979,0.0,1.5,0.0,0.0,1.5018260926242386,1.7035630819046974,2.328636496645937,2.536926516062663,0.0,2.5554372285956637,0.0,0.0,3.0000000000000004,0.0,2.5024651470450987,0.0,0.0,1.0000000000000002,3.9461412151067323,0.0,3.203563081904698,0.0
2010-12-23,0.0,2.1902579816580023,2.847560359263852,0.0,1.5,0.0,0.0,1.501875241121743,1.7058675850047897,2.3265281460484926,2.537830127652436,0.0,2.556485987863838,0.0,0.0,3.0000000000000004,0.0,2.5025253215473504,0.0,0.0,1.0000000000000002,3.9454844006568144,0.0,3.20586758500479,0.0
